"Path","Format","Bytes","KB","Width","Height","Megapixels","HasAlpha","Hash"
"assets/images/Nursing Coaching.png","png","1908330","1863.6","1536","1024","1.57","False","CB9C8E325EE8415AEC26F53B55D96E2EE2E8A1ADED6FD2DA18EAFEA7F10DAEB7"
"assets/images/courses/Nursing/JPHN DHS.png","png","1877620","1833.6","1024","1136","1.16","True","27B90D5CA2C6CD11A6D08C85F752B0CD17B97F63797E523C45C448B084077085"
"assets/images/courses/Nursing/MSC.png","png","1840747","1797.6","1024","1259","1.29","True","DA6E26768541A62EAA0CE990435A50AD3DDDF2F541DB5C176428324AAD604654"
"assets/images/courses/German/1.png","png","1812604","1770.1","1024","1249","1.28","True","7FDEDC04EC2EDB642DD0CD041FDEFC71D0D87786997B864295B22E40E4817D9F"
"assets/images/courses/Nursing/1.png","png","1794957","1752.9","1024","1170","1.2","True","D621D879C09BFC4E7EC894038C290EAE3244DF0A202A3F1FED2886A75BEC37F7"
"assets/images/courses/Nursing/AIIMS-NORCET.png","png","1789451","1747.5","1024","1146","1.17","True","6A239263317C2DC23E553F6568985597E55BC51660A9344662E982F4C1268941"
"assets/images/courses/Nursing/JIPMER.png","png","1775612","1734","1024","1135","1.16","True","40E32842B1D782939EFB5F8A14E50CB71B340569B96722A868CDDC3302B0C60D"
"assets/images/courses/Nursing/Railway.png","png","1773282","1731.7","1024","1096","1.12","True","6AA198742D4D75EFFAB10E9457E1737F17A0FAE4AAD39B4312F8129AE129E49F"
"assets/images/courses/Nursing/RRB.png","png","1770446","1729","1024","1006","1.03","True","BA8D2095AED78F266F07D13B352D3FD61DC6F5B71261DC74F9899F8AD839B12E"
"assets/images/courses/Nursing/RCC.png","png","1759508","1718.3","1024","1096","1.12","True","97B2F54BA00137412837D7A50274B0B4D72AFBC96154E0ADF034276C7C7116D2"
"assets/images/courses/Nursing/JPHN DME.png","png","1757748","1716.6","1024","1131","1.16","True","1FCDA585B0D581D768850FEE63F6D5618A2605DAEE286F729C7209BED6BCB030"
"assets/images/Mentors/VIDHU.JPG.jpeg","jpeg","1757324","1716.1","4672","7008","32.74","False","4AD39728585217EBD328CE22567408D93571607EC67E5DAE65EE43C4773B9C1B"
"assets/images/courses/Nursing/TReatment organiser.png","png","1724998","1684.6","1024","998","1.02","True","B6E500A31C0D50341DB880C4AB753E72CDE41FC99CC2D80E0929BDCE1FC542EA"
"assets/images/courses/Nursing/OMAN.png","png","1723125","1682.7","1024","1121","1.15","True","03DC35121919B19D15EF1D1DD210820D940BB61255EC6CE8F9D05B5106A6EE05"
"assets/images/courses/Nursing/DME.png","png","1719009","1678.7","1024","1113","1.14","True","08A94FC85F1BC1DA528EC17B66DE400FF10DB4D07F4ABD9C72F1235EB701C6AF"
"assets/images/Mentors/NAYANA.jpeg","jpeg","1687831","1648.3","4672","7008","32.74","False","827B0C30E33ABF75DE2D1ECA08EE3D2CA109C8B204D0E7143CE87328AF22C443"
"assets/images/Mentors/JESNA.JPG.jpeg","jpeg","1663812","1624.8","4672","7008","32.74","False","5214EDB2985E23AD66A08B2E0DFE1570F05AD467CBD65E443DA79CB98800A42B"
"assets/images/Mentors/HONEY.JPG.jpeg","jpeg","1662356","1623.4","4672","7008","32.74","False","8307BDB0554A8C97804BB1C20FBF8773AE7A2AF3194391E015AF1CB1DD881161"
"assets/images/Nursing.png","png","1648750","1610.1","1301","887","1.15","True","AFFFA996E48577494A3F51FE71C5502D787F6D4D4EE3FDD65118742443BC2729"
"assets/images/courses/Nursing/2.png","png","1631326","1593.1","1024","1091","1.12","True","163338FF9ADA9AD8506BC666B9FCF7752913F830B51BA4410BFEBD03ABC57FEC"
"assets/images/courses/Pharmacy/6.png","png","1627856","1589.7","1024","1158","1.19","True","416608ABB4847FE57F180BDBA550CD2F1CD5C65FEC1877BC6C61B97E5C70EC09"
"assets/images/courses/Nursing/PGIMER.png","png","1582493","1545.4","1024","1042","1.07","True","99AF2EE2AD1C3A0EB0B1032E75E4E630BF86342849ABA412E8E38F8B54CB7AF2"
"assets/images/courses/German/3.png","png","1562204","1525.6","1024","945","0.97","True","80AE7F8D17382E699ACE1E226C880001B33886EAB626CAC6BEF1F2A2F9A8ED7A"
"assets/images/courses/Nursing/AIIMS.png","png","1485027","1450.2","1082","941","1.02","True","8825E8933C496AA4AA8BC4471EA423C97EF522B2AE4B8C25CBA9C993C8D6273D"
"assets/images/Diagnosis.png","png","1476587","1442","1076","1024","1.1","True","1C63F81D69D6A4D5B4F08ED8BE183E93499B1396CD754029A0BF4EDB2EB0B56F"
"assets/images/courses (2).png","png","1453110","1419.1","1804","872","1.57","False","04B902B85238684F2C3522689784E3951AB860699DD1CC56073337B42E52FBBA"
"assets/images/courses/Nursing/DHA.png","png","1430021","1396.5","1024","952","0.97","True","3831EF97F713B904B2D8CD3BCCDBF785DD45BD2725CA9E2BB8F0EFB1443C9399"
"assets/images/courses.png","png","1382975","1350.6","1810","869","1.57","False","59830CE20227FD356611E04CBBFBAAA902A9D0433817086FC2D3D0FF729CCE6D"
"assets/Eduooz-app/Course(GCC).jpg","jpg","1377781","1345.5","1125","4197","4.72","False","13A36C2A3140FF29A868999AA5C1777F0CE34D6D9BEF123E5B5A5249982A55E9"
"assets/images/courses/MLT/4.png","png","1336068","1304.8","848","881","0.75","True","A15FA91E478FD5075EECBD9172A2ED9E70BA814E95FDE4EDC109AA0125B6E424"
"assets/images/courses/Nursing/DSSSB.png","png","1292244","1262","963","915","0.88","True","F3AF6853B518DCE1823EA5ED05C5AEAE26B89387A3CA3857FD885F3946CB7BFA"
"assets/images/Mentors/RESHMA R.png","png","1244556","1215.4","1066","1600","1.71","True","CB429F670570B1DAE7BB2D5BF44F833B51737B4D61A2383880AA8E8A8BB6495D"
"assets/images/courses/MLT/3.png","png","1240562","1211.5","768","869","0.67","True","E98A1913E60B90DAEFA5742A7A2B44874D08344755E572BED021FD8F6C54653F"
"assets/images/courses/Pharmacy/8.png","png","1238590","1209.6","768","875","0.67","True","EA003EA9AC40F44E72014E2661EC84AFE8BA89204655180C947394F635D536E2"
"assets/images/courses/Nursing/IMS.png","png","1219737","1191.1","943","896","0.84","True","4281FF3CA5785AEFC791657D20FD4F04EA76113BA6F148E60243D5462946754F"
"assets/images/courses/Pharmacy/CRE.png","png","1157940","1130.8","768","823","0.63","True","4276569116BCEAA945E186D4513673E2528E24058E8C97B78BC032BBB4A24303"
"assets/images/courses/Pharmacy/9.png","png","1154631","1127.6","768","821","0.63","True","5A84814C3AB7290CDC009BF4776CEC4C806D9F99720E4ED558DE2005964665B1"
"assets/images/courses/MLT/5.png","png","1150701","1123.7","768","845","0.65","True","C0B8F9E39F31558166BAFF2B517FC0E726E928AB11214D77FB8746F8FA11B86E"
"assets/images/courses/Nursing/APN.png","png","1140915","1114.2","970","840","0.81","True","60EFA74D92AE7C6814CABB509BFC949B8DE44928B6B991194A34357CD73C2225"
"assets/images/courses/Pharmacy/7.png","png","1137465","1110.8","768","749","0.58","True","B1C9BED8C2668845C033019F497A1A634615B29184AAD9EBC5F25E2816463B90"
"assets/images/courses/Pharmacy/Drug Inspector.png","png","1116628","1090.5","768","761","0.58","True","FCE0BD1EC728DA364E597EACAB30A781920EC7AE4570BC62FA48861A976FA685"
"assets/images/Mentors/ASHNA ASHOK.png","png","1100021","1074.2","1024","1536","1.57","True","307574139690E22CD3F0884593A7B63F1CD1AA2A74656F42FCEDF7DF51CF35BA"
"assets/images/courses/Pharmacy/Oil Palm.png","png","1093289","1067.7","768","720","0.55","True","BD1C3230D43F198A26ABCB56699B0DC95B29FA2D13A0B63B9DF57EE99DEC30C0"
"assets/images/courses/Pharmacy/reserch-pharmacy.png","png","1092435","1066.8","768","738","0.57","True","F2A85FE1C63A23A20006E43766ADEF1E498E9E0990F04AC4EDE12D1E334D1A7A"
"assets/images/courses/Pharmacy/UPSC Drug Inspector.png","png","1084012","1058.6","768","789","0.61","True","9F886AFC0270FB5C44119470A584E91DAF062B7BAB9655D1CFADDA2D700685F6"
"assets/images/courses/MLT/6.png","png","1063372","1038.4","768","858","0.66","True","360A1D2BE5B384ABB8D0D4948964CAD957E9DE01E3B22ACEC6104550C84F4870"
"assets/images/courses/Pharmacy/AAP-pharmacy.png","png","1045260","1020.8","768","702","0.54","True","3A3792A69FF35883F8F228D0C93AEA71A84E09605968403F9DA78210A409F182"
"assets/images/courses/Pharmacy/Guruvayoor Devaswom.png","png","1031099","1006.9","768","707","0.54","True","758562B1F1D3808A6544E7151057DA290A9FBC6F8C33F3F0430CAF2AF77B0207"
"assets/images/courses/Pharmacy/10.png","png","1028522","1004.4","768","727","0.56","True","CD15821262C35BA3D3C00AB090CF3CEA6153C670F82A1402E7C52F13D291D171"
"assets/images/DIGITAL-ECOSYSTEM.png","png","862576","842.4","1057","721","0.76","True","AA8C552C4FBFF526205BF66514987CCDD84740E8F62FB92A3822C9FDDE94B4AB"
"assets/images/Base.png","png","830140","810.7","1328","439","0.58","True","70DEDC0A72EB302368EDAB6F1A5C885C728C5062CC082CB194887AFC4E04CC19"
"assets/images/phone-mockup.png","png","747013","729.5","1024","1536","1.57","True","1B01D5EB0B76F2121E099D7E7D43FEA623D35861711F947A32B6F25656BCAD4C"
"assets/Eduooz-app/Rank Booster.jpg","jpg","602719","588.6","750","2220","1.66","False","C16D73A22F1B6798A387D34055D69F85201965E69858AC522BDDBBC5CBF673AD"
"assets/Eduooz-app/iPhone 13 mini - 47.jpg","jpg","427483","417.5","1125","2382","2.68","False","528963C5ECBC25980857764A21A066A627E9F588D3708840D52F12478F0C1CC3"
"assets/images/Discharge.png","png","418433","408.6","557","385","0.21","True","118A549C3E19D28F0B5A95857CD0062EAD4DD969DF3DC1989203AAA8D2B2E453"
"assets/images/Mentors/SAI KIRAN T C.jpeg","jpeg","391434","382.3","1080","1562","1.69","False","6EAAF9A07C16321B90D095C592CEE7351E8081635E002296964344352545F894"
"assets/images/mlt-banner.png","png","390711","381.6","503","484","0.24","True","2D9268E837E89B9B1485A63F19B042E121D1572F87BEE860E673B13BA404BF22"
"assets/images/app-mockup.png","png","343562","335.5","329","686","0.23","True","0F6C8F862E7F5D3A8F4049A158BD968EAE0356FA6E2FBCD0F654111138118266"
"assets/images/mockup.png","png","338242","330.3","1024","1536","1.57","True","E85BEB3204BE41BE02D5C0C8D214A53E9EB643E6700B5674B69D0B555705CD94"
"assets/images/nursing-banner.png","png","336346","328.5","440","483","0.21","True","6ABEFE0C16D629B601FC94C12D257E626C33BE056CE91BB2008902883470BA10"
"assets/images/pharmacy-banner.png","png","328342","320.6","461","461","0.21","True","92655C509C39100ED36A555359B55BE1245AB175EF4D8B87C67A5BD64514211D"
"assets/images/Mentors/SHINE.png","png","308598","301.4","842","1183","1","False","91D87FD17BF5169BBC3B9D6A796676B1D8116D72A0A37128558EAFA8797FDD2D"
"assets/images/courses/Pharmacy/1.png","png","305541","298.4","560","356","0.2","True","2FB893D3BECD1268D89F1BE5FE1590318F6917A79471A93EC6380007205A30FC"
"assets/images/404_page.jpg","jpg","304150","297","2069","1007","2.08","False","5D4724460C84BD0226A7147F5BC97A912F34740A6EB201BA2519E88EC8C968A9"
"assets/images/courses/Pharmacy/2.png","png","272110","265.7","525","317","0.17","True","63C0464B58277C936968FE5442D9C89EE006EAB4070A8E1DF381D777473D0D2C"
"assets/images/courses/Pharmacy/4.png","png","258720","252.7","565","302","0.17","True","ABD594C00975ECD33AAD695466598716C9AD567A60466AB7CAE37EB729AA6CFE"
"assets/images/courses/MLT/1.jpg","jpg","250551","244.7","1024","1024","1.05","False","4BF6DDFB42B824171D163CCF7A6D6B5D0536BE13968D32E013885BE86B58A3C5"
"assets/images/courses/Pharmacy/3.png","png","246672","240.9","542","360","0.2","True","43170F793F7D460CC5360A3624B1E7503D79F0AEEB09CAEDE715B685303C4503"
"assets/images/courses/MLT/2.jpg","jpg","243021","237.3","1024","1024","1.05","False","42EA54C6D4254F3723FA1EB2B7B3A09558EED7D97710DE04B7C8C03B1CE46829"
"assets/Eduooz-app/Course-1.jpg","jpg","233064","227.6","375","963","0.36","False","5B005E643713588145CC4BF96387EEFB84A99B6B1F8E844E4A9AA088D3632017"
"assets/images/home-banner.jpeg","jpeg","231513","226.1","1400","613","0.86","False","9CA628B3319A97B8E88F22A0270ED43B91054CA84CE543462409B721D28A5096"
"assets/Eduooz-app/Course.jpg","jpg","230146","224.8","375","963","0.36","False","819E76890D043A897ED6A2C7041F0581335DE865504AEF3B5BC8C96F58F944DA"
"assets/images/Eduooz-App/eduooz-app-image (10).jpeg","jpeg","226775","221.5","838","1600","1.34","False","A00F9E88A33C7AF4A6A3F5F85A5D9446520CA5149EEDFC81D527A78982E069B2"
"assets/images/Eduooz-App/eduooz-app-image (16).jpeg","jpeg","226657","221.3","800","1600","1.28","False","9EE633674DA3FFBFF59887B83F318F2B59A4F1BE72D613D5DE578A6E839D5C1C"
"assets/Eduooz-app/Analytics.jpg","jpg","219943","214.8","375","1502","0.56","False","EC552C25EA8A06967385DCCEBC14CCE52ECBDC13675B26A796403FA7E27BEB09"
"assets/Eduooz-app/Course-2.jpg","jpg","215155","210.1","375","1131","0.42","False","E75D571AD4BEB9228DDFFCD9FAB0A521D8BAFBF16B7FC66D7F2B98684B7DC6F4"
"assets/images/courses/Nursing/3.jpg","jpg","207668","202.8","1024","1024","1.05","False","D7C8F3A6E55ADC7B90CB736D58739FD284F3BD6030D5D6358B194549A2F4B6A6"
"assets/Eduooz-app/Game.jpg","jpg","202222","197.5","375","792","0.3","False","91D1AEF6BADF240890B57661E925CD0CBB3A99A8C937A675350BA3EA105E2682"
"assets/images/Eduooz-App/eduooz-app-image (7).jpeg","jpeg","199835","195.2","891","1600","1.43","False","7D88F30407D38735516DAE00F4D917235DA7D91BC59767CD24D6C22447C5267E"
"assets/images/Eduooz-App/eduooz-app-image (5).jpeg","jpeg","188853","184.4","881","1600","1.41","False","479BAE5E3D8569AC4E0DB9ED8BF4D28D332A7D0258E818D0725C98C98D25A103"
"assets/images/Eduooz-App/eduooz-app-image (11).jpeg","jpeg","188414","184","756","1600","1.21","False","52E4FED4EFC503A879DDF02780EB9128FD5456CB0B9EC7B088362AFCD9C73D8D"
"assets/images/Eduooz-App/eduooz-app-image (1).jpeg","jpeg","186781","182.4","872","1600","1.4","False","18C551A5E3D27879DA9BCDC52238ED0BC87A1FD7CB7222507BF204459497EE80"
"assets/images/Eduooz-App/eduooz-app-image (9).jpeg","jpeg","184108","179.8","735","1600","1.18","False","187ADB78E807C6A8AD13A4C573E5530A044C813F57259A5D02DE606EA67C3B91"
"assets/images/Eduooz-App/eduooz-app-image (3).jpeg","jpeg","177056","172.9","738","1600","1.18","False","C14C83838C547069FBEDBE506FAE2B7C404E07250103D7AA7D5E2300183F2E50"
"assets/images/Mentors/REVATHY B C.jpeg","jpeg","167780","163.8","1023","1537","1.57","False","CCE8ABF1AA71EE6477548F4AE2E39D070F1BC81FA15A206A4CA09F69D114C321"
"assets/images/Eduooz-App/eduooz-app-image (13).jpeg","jpeg","164576","160.7","847","1600","1.36","False","DB3C84FD9F1E1F98AD72A7AD0636DA448FD69A0597C4F58DEA00C89DB60C1800"
"assets/images/Eduooz-App/eduooz-app-image (4).jpeg","jpeg","159634","155.9","1024","1536","1.57","False","9E1B9E68FE46700C339E30AB3F94378330389519424417CF33C5D757DFBBC6A4"
"assets/images/Eduooz-App/eduooz-app-image (14).jpeg","jpeg","154444","150.8","842","1600","1.35","False","A92FEE7787604B92BC0D21F96DDE5D1C0D7FC2D9054E28B606FF33EEF375F37E"
"assets/images/Eduooz-App/eduooz-app-image (15).jpeg","jpeg","153251","149.7","777","1600","1.24","False","E50F42549F36EC79F28CD34B98108F0F95F49E483561A9F4CA3C4024CBEDAA11"
"assets/Eduooz-app/Leaderboard.jpg","jpg","151980","148.4","375","812","0.3","False","8CCFE2AA94CC734CA23A26169DB5584CF8B5E183C97D39629A1B4DC67247437F"
"assets/images/Eduooz-App/eduooz-app-image (6).jpeg","jpeg","148178","144.7","734","1600","1.17","False","5F35D5B14A31756692858F7CA4E386C4729175BD58839809FAD73478FE4759A7"
"assets/Eduooz-app/Result.jpg","jpg","147734","144.3","375","812","0.3","False","E1870D38968CAEB789D89E947EF344EB0C74BCB77A4BB2719F6EB38E654C6622"
"assets/images/Eduooz-App/eduooz-app-image (12).jpeg","jpeg","145117","141.7","735","1600","1.18","False","C9D6E7B0FE3D9D4AC2DEC395073B7B0A8EFB1C09A73210542D2E825D463BB2E4"
"assets/Eduooz-app/Exam 3.jpg","jpg","134728","131.6","375","981","0.37","False","E84104577965EDA24ED3D4EB8249E789A805F863A33A02BA2828B810E21A258F"
"assets/Eduooz-app/Register.png","png","134334","131.2","375","812","0.3","True","DD3FF8B7D13821A406B2845B6074292164FE6E8F6AD3643D7B5429AD9BA8D11C"
"assets/images/Eduooz-App/eduooz-app-image (2).jpeg","jpeg","134060","130.9","740","1600","1.18","False","8F8A6AABB7EE7A764FB6FA68E1003A07CE1386AF7D7EAD3DB3320D060D961F03"
"assets/Eduooz-app/Exam 2.jpg","jpg","132358","129.3","375","981","0.37","False","0A8A92355744D0460AF2C368E771318740DF598387CBC416464165BEFEB929D0"
"assets/Eduooz-app/Exam-3.jpg","jpg","126911","123.9","375","881","0.33","False","19A2F47D558484A3BE356C808D4D0127C09D5D42D0E970ACF8828785EA5B95D5"
"assets/Eduooz-app/Exam.jpg","jpg","116927","114.2","375","812","0.3","False","09409B83B2D11613279DBFE9BFBDE12289FBE5BECC7AA74BEA1565370FB0495A"
"assets/images/courses/Pharmacy/5.png","png","111002","108.4","361","193","0.07","True","F1A04E64C005A5A0680CBBF2E2CF58EA41596AB0858C6AB92C7E3C7A712B21A4"
"assets/images/5.png","png","111002","108.4","361","193","0.07","True","F1A04E64C005A5A0680CBBF2E2CF58EA41596AB0858C6AB92C7E3C7A712B21A4"
"assets/Eduooz-app/Exam-2.jpg","jpg","107162","104.7","375","881","0.33","False","105F851316C9E7F89A0B352F92B7F3DBAB0227C59A6C69F0B59191CB262C53BA"
"assets/Eduooz-app/Exam-1.jpg","jpg","107162","104.7","375","881","0.33","False","105F851316C9E7F89A0B352F92B7F3DBAB0227C59A6C69F0B59191CB262C53BA"
"assets/images/Lab Technician Coaching.png","png","101719","99.3","285","168","0.05","True","BAE1905B234608FB98E94D5E32E54026C12D30A44767FB5F16CD2851DD06261F"
"assets/Eduooz-app/Practice-1.jpg","jpg","94873","92.6","375","812","0.3","False","C22176BE97DADF2AECECF6CCA088EF751BAFE7B49D297CDA44B11D33689A5FEF"
"assets/images/1.png","png","89259","87.2","287","196","0.06","True","AA326F00BEE1BA33D5979E69C241D65D0289166CCE98C1BCCB8CCF71DB900393"
"assets/images/3.png","png","88481","86.4","291","202","0.06","True","29E7EF4DBF58675A3B5D6FD421D33221D22EBE0188E24E028AFBEFF96CD204C7"
"assets/Eduooz-app/Practice-3.jpg","jpg","87123","85.1","375","812","0.3","False","AA7122015008F8B6CCEB7B06CCE1D69EE65F54B80B07F439279EDA2807C595C6"
"assets/Eduooz-app/Practice.jpg","jpg","84859","82.9","375","812","0.3","False","7DEC5490FF29F9E972A2E0F767255301ED573263DF66EAB37F74A15DA35EFDC9"
"assets/images/Eduooz Academy Campus.png","png","84706","82.7","290","160","0.05","True","5A3C2F820E00FB302EF0237010DAB41415BB3BA9DFBD387AD7E6AA16C93D252D"
"assets/Eduooz-app/Practice-4.jpg","jpg","83945","82","375","812","0.3","False","083D0169064EF9C6A4EB52C9E296E35DE6D9BD34854386709DB96D7B26928F32"
"assets/Eduooz-app/Daily Task.jpg","jpg","76423","74.6","375","812","0.3","False","4DA68F01DB2E989D19F57825FA13FAF238467B8C92AF1481230E2255BCE91BFE"
"assets/Eduooz-app/Practice-2.jpg","jpg","73270","71.6","375","812","0.3","False","4B6494EB621A650C4C61FCD5D9440C8B86F0459898AC810068AF265332891D57"
"assets/Eduooz-app/Syllabus.jpg","jpg","69143","67.5","375","981","0.37","False","9D2238A8294574E31872FE6B10E8F3DCD7AFEC821AA2C85711136DD5B94DBBAA"
"assets/images/eduooz-log.png","png","51971","50.8","1080","1080","1.17","True","2E9B6FDFF92AB1E8DA78C034115FF2657C093B5EF221E650DBCDC0E1CD57F953"
"assets/images/Mentors/APARNA.jpeg","jpeg","43404","42.4","682","883","0.6","False","4499551F6543834AA428C292370B2207A1DF8D5E995C8454517AEBF1D98C6F68"
"assets/images/Eduooz-App/eduooz-app-image (8).jpeg","jpeg","40710","39.8","601","656","0.39","False","11ED89D1F32174118EBC8FCD64C5D333395BFDF53F04D027DD29D9C8C0515072"
"assets/images/Mentors/MANJIMA.jpeg","jpeg","39053","38.1","682","938","0.64","False","F4D71DA9C051ADA1207558AA36F1E7F031892F35C4CAACA89CED49A5A954BDC4"
"assets/Eduooz-app/Splash Screen.png","png","32150","31.4","375","812","0.3","True","5491D35D0AF43FEDC7D6FCC53F9864A8191DAF8A5767C6636CAF7B508441231C"
